# SMSH 12-byte voice records.
program	kind	fixed_pitch	key	length	pan_sweep	source	attack	decay	sustain	release
40	pulse_1	false	60	0	0	2	0	0	15	0
41	pulse_1	false	60	0	0	2	0	0	15	0
42	pulse_1	false	60	0	0	2	0	0	15	0
43	pulse_1	false	60	0	0	2	0	0	15	0
44	pulse_1	false	60	0	0	2	0	0	15	0
45	pcm	false	60	0	0	direct_sound_samples/wave_03.pcm8.wav	255	0	255	165
46	pcm	false	60	0	0	direct_sound_samples/wave_04.pcm8.wav	255	0	255	165
47	pcm	false	60	0	0	direct_sound_samples/wave_05.pcm8.wav	255	0	255	165
48	pcm	false	60	0	0	direct_sound_samples/wave_06.pcm8.wav	255	0	255	216
49	pulse_1	false	60	0	0	2	0	0	15	0
50	pulse_1	false	60	0	0	2	0	0	15	0
51	pulse_1	false	60	0	0	2	0	0	15	0
52	pcm	false	60	0	0	direct_sound_samples/wave_07.pcm8.wav	255	0	255	165
53	pulse_1	false	60	0	0	2	0	0	15	0
54	pulse_1	false	60	0	0	2	0	0	15	0
55	pulse_1	false	60	0	0	2	0	0	15	0
56	pcm	false	60	0	0	direct_sound_samples/wave_08.pcm8.wav	255	0	255	165
57	pulse_1	false	60	0	0	2	0	0	15	0
58	pulse_1	false	60	0	0	2	0	0	15	0
59	pulse_1	false	60	0	0	2	0	0	15	0
60	pulse_1	false	60	0	0	2	0	0	15	0
61	pcm	false	60	0	0	direct_sound_samples/wave_09.pcm8.wav	255	0	255	165
62	pulse_1	false	60	0	0	2	0	0	15	0
63	pulse_1	false	60	0	0	2	0	0	15	0
64	pulse_1	false	60	0	0	2	0	0	15	0
65	pulse_1	false	60	0	0	2	0	0	15	0
66	pulse_1	false	60	0	0	2	0	0	15	0
67	pulse_1	false	60	0	0	2	0	0	15	0
68	pcm	false	60	0	0	direct_sound_samples/wave_10.pcm8.wav	255	0	255	165
69	pulse_1	false	60	0	0	2	0	0	15	0
70	pulse_1	false	60	0	0	2	0	0	15	0
71	pulse_1	false	60	0	0	2	0	0	15	0
72	pcm	false	60	0	0	direct_sound_samples/wave_11.pcm8.wav	255	0	255	165
73	pcm	false	60	0	0	direct_sound_samples/wave_12.pcm8.wav	255	0	255	165
74	pulse_1	false	60	0	0	2	0	0	15	0
75	pcm	false	60	0	0	direct_sound_samples/wave_13.pcm8.wav	255	0	255	165
76	pulse_1	false	60	0	0	2	0	0	15	0
77	pulse_1	false	60	0	0	2	0	0	15	0
78	pulse_1	false	60	0	0	2	0	0	15	0
79	pulse_1	false	60	0	0	2	0	0	15	0
80	pcm	false	60	0	0	embedded_pcm_0x0811dac8	85	165	193	178
81	pcm	false	60	0	0	embedded_pcm_0x0811dae0	85	165	193	178
82	pcm	false	60	0	0	embedded_pcm_0x0811daf8	85	165	193	178
83	pcm	false	60	0	0	embedded_pcm_0x0811db10	85	165	167	178
84	pcm	false	60	0	0	embedded_pcm_0x0811db24	85	127	218	165
85	pcm	false	60	0	0	embedded_pcm_0x0811dac8	22	165	193	195
86	pcm	false	60	0	0	embedded_pcm_0x0811dae0	22	165	193	195
87	pcm	false	60	0	0	embedded_pcm_0x0811daf8	22	165	193	195
88	pcm	false	60	0	0	embedded_pcm_0x0811db10	22	165	167	195
89	pcm	false	60	0	0	embedded_pcm_0x0811db24	22	127	218	195
90	pcm	false	60	0	0	embedded_pcm_0x0811dac8	255	235	90	178
91	pcm	false	60	0	0	embedded_pcm_0x0811dae0	255	235	90	178
92	pcm	false	60	0	0	embedded_pcm_0x0811daf8	255	235	90	178
93	pcm	false	60	0	0	embedded_pcm_0x0811db10	255	235	103	178
94	pcm	false	60	0	0	embedded_pcm_0x0811db24	255	235	103	165
95	pcm	false	60	0	0	embedded_pcm_0x0811dac8	255	127	90	165
96	pcm	false	60	0	0	embedded_pcm_0x0811dac8	255	127	90	165
97	pcm	false	60	0	0	embedded_pcm_0x0811daf8	255	127	90	165
98	pcm	false	60	0	0	embedded_pcm_0x0811db10	255	127	90	165
99	pcm	false	60	0	0	embedded_pcm_0x0811db24	255	127	103	165
100	pulse_1	true	60	0	0	3	0	1	7	0
101	pulse_2	true	60	0	0	3	0	1	7	0
102	pulse_1	false	60	0	0	2	0	0	15	0
103	pulse_1	false	60	0	0	2	0	0	15	0
104	pulse_1	false	60	0	0	2	0	0	15	0
105	pulse_1	false	60	0	0	2	0	0	15	0
106	pulse_1	false	60	0	0	2	0	0	15	0
107	pulse_1	false	60	0	0	2	0	0	15	0
108	pulse_1	false	60	0	0	2	0	0	15	0
109	pulse_1	false	60	0	0	2	0	0	15	0
110	pulse_1	false	60	0	0	2	0	0	15	0
111	pulse_1	false	60	0	0	2	0	0	15	0
112	pulse_1	false	60	0	0	2	0	0	15	0
113	pulse_1	false	60	0	0	2	0	0	15	0
114	pulse_1	false	60	0	0	2	0	0	15	0
115	pulse_1	false	60	0	0	2	0	0	15	0
116	pulse_1	false	60	0	0	2	0	0	15	0
117	pulse_1	false	60	0	0	2	0	0	15	0
118	pulse_1	false	60	0	0	2	0	0	15	0
119	pulse_1	false	60	0	0	2	0	0	15	0
120	pulse_1	false	60	0	0	2	0	0	15	0
121	pulse_1	false	60	0	0	2	0	0	15	0
122	pulse_1	false	60	0	0	2	0	0	15	0
123	pulse_1	false	60	0	0	2	0	0	15	0
124	pulse_1	false	60	0	0	2	0	0	15	0
125	pulse_1	false	60	0	0	2	0	0	15	0
126	pulse_1	false	60	0	0	2	0	0	15	0
127	rhythm	false	0	0	0	voicegroup_0:92	0	0	0	0
128	pcm	true	60	0	192	direct_sound_samples/wave_14.pcm8.wav	255	0	255	216
129	pcm	true	60	0	192	direct_sound_samples/wave_14.pcm8.wav	255	0	255	216
130	pcm	true	60	0	192	direct_sound_samples/wave_15.pcm8.wav	255	0	255	216
131	pcm	true	60	0	192	direct_sound_samples/wave_15.pcm8.wav	255	0	255	216
132	pcm	true	60	0	192	direct_sound_samples/wave_15.pcm8.wav	255	0	255	216
133	pcm	false	55	0	160	direct_sound_samples/wave_16.pcm8.wav	255	0	255	216
134	pcm	true	60	0	192	direct_sound_samples/wave_17.pcm8.wav	255	0	255	216
135	pcm	true	60	0	192	direct_sound_samples/wave_16.pcm8.wav	255	0	255	216
136	pcm	true	60	0	192	direct_sound_samples/wave_16.pcm8.wav	255	0	255	216
137	pcm	true	60	0	192	direct_sound_samples/wave_16.pcm8.wav	255	0	255	216
138	pcm	true	60	0	192	direct_sound_samples/wave_16.pcm8.wav	255	0	255	216
139	pcm	true	60	0	192	direct_sound_samples/wave_16.pcm8.wav	255	0	255	216
140	pcm	false	65	0	224	direct_sound_samples/wave_16.pcm8.wav	255	0	255	216
141	pcm	true	60	0	192	direct_sound_samples/wave_18.pcm8.wav	255	0	255	216
142	pcm	true	60	0	192	direct_sound_samples/wave_18.pcm8.wav	255	0	255	216
143	pcm	true	60	0	192	direct_sound_samples/wave_19.pcm8.wav	255	0	255	216
